question,answer,category
I went.,Je suis allé(e). - depending on whether the subject is masculine or feminine.; There are only about 16 verbs that use être when constructing the past tense (as opposed to avoir). Aller is one of the verbs that uses être in past tense - which also means that the participle must agree with the subject.,verbs
He/She went out.,Il est sorti. / Elle est sortie.; There are only about 16 verbs that use être when constructing the past tense (as opposed to avoir). Sortir is one of the verbs that uses être in past tense - which also means that the participle must agree with the subject.,verbs
What are some ways of remembering which verbs use être in passé composé (a past tense)?,La maison de être: the 15 verbs typically have to do with position and can be illustrated in and around a house; The following acronym helps us remember the 15 verbs MRS VANDERTRAMPP; Remember that when être is the auxiliary verb then the past participle must agree with the subject.,verbs
What are the 15 base verbs that use être in passé composé (a past tense)?,Monter Retourner Sortir Venir (e.g. includes devenir + revenir + etc.) Arriver Naître Descendre Entrer Rentrer Tomber Rester Aller Mourir Partir Passer; Remember that when être is the auxiliary verb then the past participle must agree with the subject.,verbs
Conjugate 'to arrive' in passé composé.,ARRIVER is the infinitive; Je suis arrivé(e) (m/f) + Tu es arrivé(e) (m/f) + Il/Elle/On est arrivé(e) (m/f) + Nous sommes arrivés + Vous êtes arrivés + Ils/Elles sont arrivé(e)s; explanation: arriver uses être in passé composé. So we conjugate être for the auxiliary. Then the past participle must agree with the subject.,verbs
I leave. / I left (a place).,Je sors. / Je suis sorti(e).; use 'ie' if you are feminine; use 'i' if you are masculine; sortir is the infinitive verb that means to leave (some place) and/or to take out (something from) - think of 'sortie' = exit; sortir uses être in passé composé; because we are using être the past participle must agree with the subject; NB: sortir is irregular in présent but regular in passé composé.,verbs
You come from X. / You came (from X).,Tu viens de X. / Tu es venu(e) de X.; Add the E if the person that is tu is feminine.; Venir (to come) uses être in passé composé which means that the participle must agree with the subject.; NB: venir is irregular in présent but regular in passé composé.,verbs
What are the only two verbs that use être in passé composé AND are irregular in passé composé?,naître (to be born) and mourir (to die) - e.g. Je suis né(e) + Il/Elle est mort(e).; NB: Any verb can be made into a reflexive verb. So if a verb (that normally uses avoir in passé composé) is used reflexively in passé composé then it might be an additional case of an irregular être verb in passé composé.,verbs
She was born. He was born.,Elle est née. Il est né.; We are using être as the auxiliary verb in passé composé so the past participle must agree with the subject.,verbs
They (all men / all women) died.,Ils sont morts. / Elles sont mortes.;Mourir (to die) uses être in passé composé which means that the participle must agree with the subject.,verbs
How do you construct the past tense for reflexive verbs?,All reflexive verbs use être as a helper verb (regardless of whether or not they use être in the non-reflexive form). SUBJECT + PRONOUN (me/te/...) + ÊTRE CONJUGATED + PAST PARTICIPLE OF THE VERB; NB: We are using être as the auxiliary verb in these reflexive cases so the past participle must agree with the subject.,verbs
Yesterday I got up at 8am.,Hier je me suis levé(e) à 8h.,verbs
They (all men / all women) met.,Ils se sont recontrés. / Elles se sont recontrées.,verbs
You (masc / fem) went to sleep late last night.,Tu t'es couché / couchée tard hier soir ; Se coucher is reflexive so we use être as auxiliary and then the past participle agrees with the subject.,verbs
I help you.,Je t'aide.; pronouns that are direct objects come BEFORE the verb in French,verbs
I helped you.,Je t'ai aidé.; In the past tense the direct object pronoun comes BEFORE BOTH the helper verb and the action verb.,verbs
He helped us. / I helped them.,Il nous a aidé. / Je les ai aidé.,verbs
Can you (formal) help me?,Pouvez-vous m'aider?,verbs
Very polite/correct way to ask... May I help you?,Comment puis-je ('pooj') vous aider?; This is a carry-over from old french.;This is how you might ask a customer in a very high end store.,verbs
Thank you for your help.,Merci pour votre aide. ('vot-red'); Help is a noun in this case.,verbs
I have it.,Je l'ai. = Je + le (it) + conjugated form of avoir.,verbs
He gives to me. + He gave to me. + He will give to me.,Il me donne. + Il m'a donné. + Il va me donner.; In future proche (conjugated ALLER + infinitive) direct and indirect object pronouns are placed in between the conjugated ALLER and the infinitive.,verbs
You told me multiple times.,Tu me l'as dit plusieurs fois.; Tu (You) me (to me) le (it) as (auxiliary AVOIR because NOT reflexive and uses 'to tell' uses avoir) dit (past participle of dire); NB: In French you cannot just say 'You told me.' You must refer to what it is that was told (You told it to me.)- even if you just use a pronoun and even if you arleady described it in a previous sentence.; It's similar to how you must always use an article before a noun - you can't be implicit with either.;  Both the direct and indirect objects come before the verb.,verbs
I remembered it. (past tense).,Look at the infinitive (se souvenir). It is a variation of the verb VENIR. So it has the same ending in past participle: souvenu. Je m'en suis souvenu.; Remember in this case we use 'en' instead of 'le' to represent 'it'.,verbs
I am hungry.,J'ai faim. ('fom'),conversation
You are thirsty.,Tu as soif. ('swof'),conversation
We are tired.,On a fatigué. ('fa-teeg-ay'),conversation
to be wrong / We are wrong.,avoir tort / Nous avons tort.,conversation
to be right / They are right.,avoir raison / Ils ont raison.,conversation
to have good luck / I have good luck.,avoir de la chance / J'ai de la chance.,conversation
to have the need for / You need water.,avoir besoin / Tu as besoin d'eau.,conversation
to seem or look / She looks sad., avoir l'air / Elle a l'air triste...literally 'to have he air of',conversation
She looks like Jane., Elle ressemble a Jane...for this kind of scenario use ressembler instead of avoir l'air,conversation
I do not come from Paris.,Je ne viens pas de Paris.; making a statement negative is done by 1) adding NE in front of the verb and 2) adding PAS after the verb,conversation
I do not live in Paris.,Je n'habite pas à Paris.; if the verb starts with a vowel or the first pronounced sound is a vowel (no 'h' in france) then use N' instead of NE.,conversation
There is milk. / There is no milk.,Il y a de lait. / Il n'y a pas de lait.; We are talking about an unspecified amount so we do not use du (de + le) for the masculine lait - instead we use DE or D' (lait starts with a consonant so use DE),conversation
There are apples. / There are no apples.,Il y a des pommes. / Il n'y a pas de pommes.; NB: des pommes (some apples) in the positive BUT de pommes (of apples as in none of apples),conversation
There are eggs. / There are no eggs.,Il y a des œufs. / Il n'y a pas d'œufs.; NB: We cannot write 'de + oeufs' because two vowels together so it changes to d'oe..; Remember that the FS is silent in eggs when plural.,vocabulary
I speak English.,Je parle anglais.; NB: In french we always use an article in front of noun. Speaking a language (using the verb parler) is the only exception. When using parler we do not say/write... Je parle l'anglais. But any other time you use the name of a language (or any other noun) then you always add an article in front of it.,conversation
I do not speak Mandarin.,Je ne parle pas mandarin.,conversation
I speak a little Spanish + French + German.,Je parle un peu espagnol et français et allemand.,conversation
I like chocolate.,J'aime le chocolat.,conversation
I don't like rose wine.,Je n'aime pas vin rosé.,conversation
I like red wine.,J'aime le vin rouge. / J'aime bien le vin rouge.; adding bien is an option,conversation
I don't like peanut butter.,Je n'aime pas le beurre de cacahouète,conversation
I like to dance.,J'aime danser.,conversation
I like cocktails a lot.,J'aime beaucoup les cocktails.,conversation
It's not bad.,C'est pas mal.,conversation
It's nice.,C'est sympa.,conversation
It's a little boring.,C'est un peu ennuyeax. ('uhn-wee-yuh'),conversation
It's great.,C'est super.,conversation
It's perfect.,C'est parfait.,conversation
It's cool.,C'est cool.,conversation
It tastes great.,C'est délicieux. ('day-lee-sow'),conversation
It's bad.,C'est mauvais. ('say-mow-vay'),conversation
It's horrible.,C'est horrible. ('se-toe-reebl'),conversation
My husband likes to cook a lot.,Mon mari aime beaucoup cuisiner.,conversation
I like both.,J’aime les deux.; remember you always need to use an article before a noun; so it's like "the two",conversation
It's the same thing.,C'est la meme chose. / C'est egal.,conversation
Do you like... ?,Vous aimez... ? / Tu aimes?,conversation
I don't like sing.,Je n'aime pas chanter.,conversation
You adore the band The Donnas.,Tu adores le groupe The Donnas.; use the article and noun - no preposition,conversation
I adore clothes.,J'adore vêtements.,conversation
I appreciate jazz and rock.,J'apprécie le jazz et le rock.,conversation
I'm a fan of Wutang.,Je suis fan de Wutang.; use DE preposition before the object,conversation
I am passionate about hiphop.,Je suis passionné de musique hip hop.; use DE preposition before the object,conversation
I am a costume-lover.,Je suis amatrice de costumes.; use DE preposition before the object,conversation
My musical tastes are quite broad.,Mes goûts musicaux sont plutôt larges.,conversation
I'm interested in modern art and sculpture.,Je m'intéresse à l'art moderne et à la sculpture.; use à before the object,conversation
I am crazy about...,Je suis fou de course à danse.; use à before the object,conversation
Who is your (formal) favorite actor (masculine)?,Quel est votre acteur préféré?,conversation
Who is your (informal) favorite actress (feminine)?,Quel est ton actrice préférée?,conversation
Who is your (formal) favorite singer (masculine)?,Quel est votre chanteur préféré?,conversation
Who is your (informal) favorite band (feminine)?,Quel est votre chanteuse préférée?,conversation
Who is your (informal) favorite band (feminine)?,Quel est votre chanteuse préférée?,conversation
I am allergic to shellfish + walnuts + hazelnuts.,Je suis allergique aux crustacés ('cru-sta-sets') + noix ('nua') + noisettes ('nu-ah-zet').,conversation
I don't see well.,je ne vois pas bien,conversation
I have one dog and one cat.,J'ai un chien et un chat.,conversation
the vineyard,le vignoble ("veen-yo"),vocabulary
vacation,les vacances - seems to always be plural,vocabulary
leisure/hobbies,les loisirs,vocabulary
Burgundy,Bourgogne ("Bore-goi-ng"),vocabulary
Bordeaux,Bordeaux ("Boor-doh"),vocabulary
keys,des cles; remember you can't just use a noun; there must always be an article in front of it (the or a); if the noun is plural then your choice are les (the) or des (some..l like a).,vocabulary
an umbrella,un parapluie,vocabulary
a telephone (mobile),un téléphone,vocabulary
a charger,un chargeur,vocabulary
a watch / a clock,une montre / une horlage,vocabulary
a change purse,un porte-monnaie,vocabulary
a wallet,un portefeuille,vocabulary
a banknote,un billet,vocabulary
a coin,une pièce de monnaie,vocabulary
change (as in some coins),de la monnaie / des espèces,vocabulary
a bill (money),un billet ('bee-yay'),vocabulary
money,de l'argent,vocabulary
tissues,des mouchoirs,vocabulary
a pen,un stylo,vocabulary
subway tickets,des tickets de métro,vocabulary
a toothbrush,une brosse à dents,vocabulary
headphones,un casque audio,vocabulary
a personal camera,un appareil photo,vocabulary
a professional video camera,une camera,vocabulary
a laptop,un ordinateur portable,vocabulary
headphones,les écouteurs (liason z between),vocabulary
a chalkboard,un tableau,vocabulary
a computer mouse,la souris,vocabulary
a social network,un réseau social ('rue-so-so-sial'),vocabulary
a hairbrush,une brosse á cheveux,vocabulary
a squirrel,un écureuil,vocabulary
a reason,une raison; the S sounds like Z because single S and it is between two vowels; make sure you make the O sound for last syllable; it's different than word for a grape - une raisin ('ray-suhn'; in like ingénieur),vocabulary
a line,une ligne,vocabulary
a calendar,un calendrier,vocabulary
holidays,jours fériés,vocabulary
homework,devoirs,vocabulary
the people,les gens,vocabulary
the friend,depends on gender: l'ami (m) or l'amie (f) but they are pronounced the same,vocabulary
the friends,les amis,vocabulary
the beach(s),la plage / les plages,vocabulary
a beach cabana,une cabine de plage,vocabulary
the mountain(s),la montagne / les montagnes,vocabulary
the docks of the Seine,les quais de Seine,vocabulary
on the waterfront,sur les quais,vocabulary
the club,la discothèque,vocabulary
the gift,le cadeau,vocabulary
shopping,le shopping (remember 'le' is pronounced 'luh'), vocabulary
the market(s),le marché / les marchés ('mar-shay'); !! with accent it means market but without accent it means I walk ('marsh'),vocabulary
a store,un magasin ('ma-ga-zon'); take care because un magazine ('ma-ga-zeen') is like Vogue,vocabulary
the checkout,le caisses ('kes'),vocabulary
the bakery / the baker (masculine + feminine),la boulangerie / le boulanger (masc) + la boulangère (fem),vocabulary
the butcher shop / the butcher (masculine + feminine),la boucherie / le boucher (masc) + la bouchère (fem),vocabulary
the fish shop / the fishmonger (masculine + feminine),la poissonnerie / le poissonier (masc) + la poissonière (fem),vocabulary
the cheese shop / the cheesemonger (masculine + feminine),le fromager / le fromager OR le crémier (masc) + la crémière (fem - there is no feminine version of fromager); the name of a cheese shop is an exception because it looks like the masculine version of a cheesemonger
the floral shop / the florist (masculine + feminine),le fleuriste / le fleuriste (masc) + la fleuriste (fem); the name of a floral shop is an exception because it looks like the masculine version of a florist,vocabulary
the wine shop / the wine merchant (masculine + feminine),la cave de vin / le caviste (masc) + ? (fem),vocabulary
the fruit or vegetable stand,le primeur ('pree-mur'),vocabulary
the pastry shop,la pâtisserie,vocabulary
a drink,une boisson,vocabulary
the water / some water, l'eau / d'eau ...pronounced really strong "loh" or "doh"; -eau is pronounced as a strong 'oh' - like the word chateau,vocabulary
two glasses of water (explain the pronunciation difference),deux verre d'eau; the O sound in deux is higher in the mouth; the O sound in d'eau is lower in the mouth,vocabulary
still water,une eau plate / une eau sans gas; to order tap water ask for 'une carafe d'eau' pronounced 'doh' OR eau du robinet (from the tap),vocabulary
sparkling water,une eau gazeuse / une eau avec gaz; FYI mineral water can be still or sparklin,vocabulary
the juice,jus ('jew'),vocabulary
a good bottle of red/white wine,un bon bordeaux (or other region) rouge / blanc; You do not use the word for wine when describing a bottle of wine.,vocabulary
the food,la nourriture,vocabulary
the vegetable(s),le légume / les légumes,vocabulary
the green bean,le haricot vert ('lu-haa-ree-co-ver'); the h in this word is aspirational - you hear it a bit in the throat but it is not fully pronounced - this is not the case for every H,vocabulary
a tomato,une tomate,vocabulary
a zucchini,une courgette,vocabulary
a potato,une pomme de terre,vocabulary
a pumpkin,un potiron,vocabulary
the leek,le poireau / les poireaux,vocabulary
the artichoke(s),l'artichaut / les artichauts,vocabulary
the fruit,le fruit / les fruits ('fwee'),vocabulary
a strawberry,une frais ('frez'),vocabulary
a cherry,une cerise ('suh-reez'); the S sounds like Z because it is a single S between two vowels,vocabulary
an apple,une pomme,vocabulary
a pear,une poire ('pwar'),vocabulary
a grape,un raisin ('ray-zon'); the S sounds like Z because it is a single S between two vowels; 'in' like ingineur,vocabulary
a banana,une banane,vocabulary
the jam/preserves,la confiture,vocabulary
the bread(s),le pain / les pains,vocabulary
the baquette,la baguette,vocabulary
the butter,le beurre,vocabulary
the cheese, le fromage,vocabulary
an onion / the onion / onion soup,un oignon / l'oignon ('lon-yon') / soupe d'oignon ('soop-don-yon') - the sounds all run together and always ignore apostrophe,vocabulary
the vegetable soup,la soupe de légumes,vocabulary
pasta,des pâtes,vocabulary
the pizza,la pizza,vocabulary
the salad,la salade,vocabulary
the chicken,le poulet,vocabulary
the duck / duck confit,le canard / un confit de canard; confit and canard are both masculine,vocabulary
the meat,la viande,vocabulary
an egg / eggs,un œuf ('ohf') / des œufs ('oh'); The F is pronounced in the singular form but not in the plural form. NB: The overlapping oe symbol is perhaps from Latin. Think of it as OE. OEU is pronounced 'oh' - like water.,vocabulary
a beef / beefs,un bœuf ('ohf') / des bœufs ('oh'); The F is pronounced in the singular form but not in the plural form. NB: The overlapping oe symbol is perhaps from Latin. Think of it as OE. OEU is pronounced 'oh' - like water.,vocabulary
temperature for meat cooking,les degré de cuisson / les mode de cuisson,vocabulary
rare + medium + well done,saignant/bleu + à point ('ah-pwa') + bien cuit,vocabulary
the rice,le riz,vocabulary
the flour / the wheat,la farine / le blé,vocabulary
the sugar,la sucre,vocabulary
the salt / the pepper,le sel / le poivre ('pwav'),vocabulary
oil,huile ('oo-eel'),vocabulary
herbs de provence,d'herbes de provence ('derb'),vocabulary
shellfish,des coquillages / des fruits de mer,vocabulary
the muscles / the oysters,les moules / les huitres ('lay-zwee-tr'),vocabulary
the shrimp / the lobster / the crab,la crevette / le homard / le crabe,vocabulary
an omelette / an omellete without anything in it,une omelette / une omelette natural,vocabulary
scrambled eggs / fried eggs,les oeufs brouillés ('broo-yay') ...the es is pronounced because of the accent / les oeufs au plat,vocabulary
eggs that you crack open and eat with sliced bread,les oeufs coque; heads up! this is not the same as les oeufs cocotte which is eggs mixed with lots of cream in a ramakin,vocabulary
on the side (e.g. salad dressing or salad instead of fries),en accompagnement,vocabulary
coffee with milk on the side,un café avec du lait à part ('par' - the t is silent),vocabulary
the honey,le miel,vocabulary
ice,des glaçons,vocabulary
No ice please.,Pas de glaçon S.V.P.,vocabulary
the ice cream,une glace; an ice cream scoop or serving,vocabulary
the pie,la tarte,vocabulary
the cookies,les cookies,vocabulary
the birthday cake,le gâteau d'anniversaire,vocabulary
No dessert please.,Pas de dessert S.V.P.,vocabulary
a starter + a main dish + a dessert,une entrée + un plat + un dessert ('de-sser'); remember two s together make S sound - not Z sound,vocabulary
For a starter I would like...and for drink I would like...,Comme entrée je prends...et comme boisson je prends; this is very idiomatic french - to start with a prepositional phrase before making a statement (e.g. Moi...je... OR Pour moi...),vocabulary
I would like some juice. One glass please.,Je voudrais des jus (plural). Une verre de jus (de because jus does not start with vowel),vocabulary
a desert (area of land filled with sand),un désert ('de-zer'),vocabulary
list the four french meals,breakfast: le petit déjeuner + lunch: le déjeuner + afternoon tea: le goûter + dinner: le dîner,vocabulary
list the verbs for eating the four french meals,petit déjeuner + déjeuner + ____ + dîner; I do not know if there is a verb for goûter,verbs
the meal,le repas ...s is silent,vocabulary
the menu,la carte; le menu is like the pre-fixe for the day,vocabulary
Can you make a recommendation? ...to a waiter in a restaurant,Qu'est-ce que vous me conseillez? / Qu'est-ce que vous me recommandez?,vocabulary
my favorite dish,mon plat préféré,vocabulary
How do you ask for something at a store/market? e.g. Ask for flour.,First you always ask for a general amount: Bonjour je voudrais de la farine.; Then - after they know what you are talking about - you specify the amount... 500 grammes de farine.; Use a super-confirming preposition in the non-specific sentence: du (masc; de + le which is not possible) / de la (fem) / d' (sing if starts with vowel - regardless of gender) / des (de + les ...plural); Then we have a more generalized preposition in the second part: de OR d' (only used if the noun starts with a vowel - otherwise us 'de'),vocabulary
I would like some salad.,Je voudrais de la salade.; This is how you start an order in a market/store - asking in a vague quantity.; Use a super-confirming preposition in the non-specific request: du (de + le) / de la / d' (sing and starts with vowel - regardless of gender) / des (de + les ...plural);,vocabulary
Do you have some pumpkin?,Vous avez du potiron?; This is how you start an order in a market/store - asking in a vague quantity.; Use a super-confirming preposition in the non-specific request: du = de + le,vocabulary
I would like some onion.,Je voudrais d'oignon.; This is how you start an order in a market/store - asking in a vague quantity.; Use a super-confirming preposition in the non-specific request: d' because the singular noun starts with a vowel,vocabulary
Do you have some pears?.,Vous avez des poires?; This is how you start an order in a market/store - asking in a vague quantity.; Use a super-confirming preposition in the non-specific request: des = de + les,vocabulary
I want 500 grams of meat.,Je veux 500 grammes de viande.; This is what you say after you requested 'some' (general amount) of meat; Now you express yourself more directly (I want) and you give a specific amount.; Because there is a specified amount we use a more generalized preposition that doesn't care about gender or number - there are only two options: DE (if the noun starts with a consonant) or D' (if the noun starts with a vowel) - both regardless of gender and number,vocabulary
a bottle of oil,une boteille d'huile; Use DE (or D' if noun starts with vowel) when you are talking about a specific amount OR a lack of something,vocabulary
a karafe of water,une karafe d'eau ('doh'); this is how you order a bottle of tap water in a restaurant,vocabulary
a head of garlic,une tête d'ail ('dile'); same sound as taille (size); Use DE (or D' if noun starts with vowel) when you are talking about a specific amount OR a lack of something,vocabulary
a clove of garlic,une gousse d'ail ('goos' 'dile'); Use DE (or D' if noun starts with vowel) when you are talking about a specific amount OR a lack of something,vocabulary
a piece of cheese,un morceau de fromage; Use DE (or D' if noun starts with vowel) when you are talking about a specific amount OR a lack of something,vocabulary
200 grams salt,200 grammes de sel; Use DE (or D' if noun starts with vowel) when you are talking about a specific amount OR a lack of something,vocabulary
a little pepper,un peu de poirve; 'a little' is actually a specified amount; Use DE (or D' if noun starts with vowel) when you are talking about a specific amount OR a lack of something,vocabulary
a lot of oil,beaucoup d'huile ('dweel') - it all runs together; 'a lot' is actually a specified amount; Use DE (or D' if noun starts with vowel) when you are talking about a specific amount OR a lack of something,vocabulary
a pinch of salt,une pincée de sel; 'a pinch' is actually a specified amount; Use DE (or D' if noun starts with vowel) when you are talking about a specific amount OR a lack of something,vocabulary
No zuchini. / No onion.,pas de courgette; A negative amount is considered a specific amount. So we use the non-specific prepositions that don't care about gender or number: DE (if the noun starts with a consonant) or D' (if the noun starts with a vowel),vocabulary
No onion.,pas d'oignon; A negative amount is considered a specific amount. So we use the non-specific prepositions that don't care about gender or number: DE (if the noun starts with a consonant) or D' (if the noun starts with a vowel),vocabulary
Is it correct? (like when a vendor cuts something and asks for confirmation on the size),ça va ça?,conversation
Who is next? Me - it's my turn.,C'est à qui? C'est a moi.,conversation
With what? - what else do you want?,Avec ça?,conversation
the notebook,le cahier,vocabularly
the book,le livre,vocabulary
the ebook,le ebook (le livre électronique),vocabulary
a novel,un roman,vocabulary
a book that is historical fiction,un roman historique,vocabulary
a love story (book),un roman d'amour,vocabulary
a mystery (book),un roman suspens,vocabulary
a non-fiction book,un livre sur X,vocabulary
all type of dance,toutes les danses,vocabulary
ballet (the dance form - not the location/performance),danse classique,vocabulary
the theater,le théâtre,vocabulary
the movies,le cinéma,vocabulary
the museum,les musées,vocabulary
gardening / to garden,jardinage / fiare du jardinage,vocabulary
a place,un lieu (plural add x),vocabulary
leisure activities / places to go out,des sorties / des lieux pour faire des sorties; endroit is another word for place,vocabulary
park (often referred to as garden),un jardin ('shar-don'),vocabulary
the map of Paris,la plan de Paris,vocabulary
the bridge,le pont,vocabulary
a bike path,une piste cyclable,vocabulary
I am meeting up with friends in a bar.,J'ai un rendez-vous (RDV) avec des amis dans un bar.; remember to link the words 'de-za-mi',vocabulary
We watch football (soccer). / We watch a game of football.,On regarde les matchs de foot. / On regarde un match de foot.,vocabulary
coffee for dessert with a cookie,café gourmand,vocabulary
I was born in the United States.,Je suis nè(e) aux états-unis "oo-zeta-zuni"...two liason,conversation
He was born on XX/XX/XXXX.,Il est né(e) le XX/XX/XXXX.; remember that every noun must lead with an article (le) and dates are always masculine,conversation
You (formal) were born in XXXX,Vous êtes né(e) en XXXX.,conversation
identity / place of origin / place where you live,D' is never its own syllable - link the words together: d'identité ('day-don-dee-tay') + lieu d'origine ('lyew-dor-ee-jun') + lieu d'habitation ('lyew-da-bee-ta-syon'),pronunciation
It's cool / That's cool.,C'est cool.,conversation
That's it / you got it.,C'est bien ca.,conversation
It's boring.,C'est ennuyeaux,conversation
Do you know of...?,Qu'est-ce que tu connais ...?,conversation
first name / last name,prénom / nom OR nom de famille,vocabulary
my husband, mon mari; NB: The gender of adjective (my in English ...mon/ma in French) is determined by the object - not whether the person speaking is a woman or man.,vocabulary
my wife,ma femme,vocabulary
my darling,mon chéri,vocabulary
They are married.,Ils son marié. ...pronounced "mar-ee-ay",vocabulary
Laurent is married to Lyna.,Laurent est marié (because Laurent is masculine) avec Lyna. ...always use AVEC for romantic relationships - including divorce/separation,vocabulary
Lyna is married to Laurant.,Lyna est mariée (because Lyna is feminine) avec Laurent.,vocabulary
to marry,se marier,verbs
to fall in love,tomber amoureux,verbs
X is divorced from Y. Give both feminine and masculine versions.,X est devorcé / devorcée avec Y.,vocabulary
X is separated from Y. Give both feminine and masculine versions.,X est séparé / séparée avec Y.,vocabulary
X is engaged to Y. Give both feminine and masculine versions.,X est engagé / engagée avec Y.,vocabulary
X is in a relationship with Y. Give both feminine and masculine versions.,X est en couple / couple avec Y. Same for masculine and feminine.,vocabulary
X is single.,X est célibataire. Pronounced "say-li-Ba-Ter". The word liberty is in there. Same for either gender.,vocabulary
When do you use the prepositions à + de + pour?,There are many uses but these three are the options to use in front of verb when you are explaining that someone or something is doing some infinitive verb; e.g. C'est facile à faire. (That's easy to do.); Il est bon d'étudier. (It is good to study.); On a engagé une personne pour faire le ménage. (We hire a person to do the chores.),verbs
How do you know whether to use à vs de vs pour in front of an infinitive verb?,Use 'pour' if you could replace the phrase with 'in order to do x'. The remainder use à or de but you have to memorize those. 'de' can usually be used to replace 'from'. 'à' can usually be used to replace 'to'.,verbs
What is the preposition 'in' for any city (e.g. I live in Berlin)?,à Berlin à Paris à Detroit...same for any city,vocabulary
What is the preposition 'from' for any city (e.g. I am from Berlin)?,de Berlin de Paris de Detroit...same for any city,vocabulary
What is the preposition 'in' for a country (e.g. I live in France)?,it depends on the gender...feminine: en France; masculine: au Canada; plural (au = à le which is never used): aux États-Unis; au and aux are pronounced 'oh',vocabulary
What else is 'au' used for (aside from 'in' a country)?,when you go out to a place; aller au ...; e.g. au cinèma + au musée + au restaurant + au marché; remember au is pronounced 'oh',vocabulary
What is the preposition 'from' for a country(e.g. I am from Germany)?,it depends on the gender...feminine: de France; masculine: du Brésil (du = de le which is never used);plural: des États-Unis,vocabulary
a city / in the city,une ville / en ville (NOT á ville); Do not use cité - that is like a greek city-state and not idiomatic french,vocabulary
a village,un village,vocabulary
in Paris,á Paris,vocabulary
in Berlin,á Berlin,vocabulary
in NYC,á New York (pronounced same as in English),vocabularyf
especially in NYC, en particulier à NYC,vocabulary
a country,un pays ('pie-yee'),vocabulary
in France,en France (feminine),vocabulary
in Canada,au Canada (masculine),vocabulary
in Belgium,en Belgique (feminine),vocabulary
in Spain,en Espagne (feminine),vocabulary
in United States,aux États-Unis (plural); aux is pronounced 'ooh',vocabulary
in Mexico,au Mexique (masculine),vocabulary
in Iraq / in Iran,both are masculine but we can't write/say 'au' + vowel in french so we must use 'en Iraq' and 'en Iran',vocabulary
from NYC, de New York (feminine) ('duh'),vocabulary
from France,de France (feminine) ('duh'),vocabulary
from Brazil, du Brésil (masculine) ('dooh'),vocabulary
from the United States, des États-Unis ('day' because plural),vocabulary
from Virginia,de Virginie ('duh'),vocabulary
from Japan,du Japon ('dooh'),vocabulary
All countries that end in 'e' are feminine except for which six?,le Mexique + le Mozambique + le Belize + le Cambodge + le Suriname + le Zimbabwe,vocabulary
I live in Paris.,Je vis à Paris.,conversation
I live in France.,Je vis en France. (feminine),conversation
I would like to live in Mexico.,Je voudrais vivre au Mexique. (masculine),conversation
I come / am from New York City.,Je viens de New York. ('vee-yun-duh'),conversation
I come / am from the United States.,Je viens des États-Unis. (plural),conversation
I am early / on time / late.,Je suis en avance / à l'heure / en retard.,conversation
late (in the day) / early (in the day),tard / tôt,conversation
time (in general),le temps ('ton'); It has an S even when singular; Caution: Le temps can mean weather + time + tense of a verb.,conversation
I need more time.,J'ai besoin de plus de temps.,conversation
I get up early.,Je me lève tôt.; We do not use 'en avance' in this case.,conversation
I am sick.,Je suis malade.,conversation
X is the opposite of Y.,X est le contraire de Y.,conversation
the beginning / the end,la début / la fin ('fon'),vocabulary
at the end of his/her studies,à la fin de ses études,vocabulary
the pronoun,le pronom,pronouns
List the subject pronouns in French (e.g. I + you +...).,je + tu + il/elle/on + nous + vous + ils/elles,pronouns
List the direct object pronouns in French (e.g. it - for example when you give IT or take IT).,me + te + le + la + nous + vous + les; NB: The direct object pronouns for he/she/they are the same as the definite articles (le/la/l'/les); NB: We use 'le/la/les' to describe 'he/she/them' when they are direct objects.; Remember that pronouns are generally placed before the verb.,pronouns
List the indirect object pronouns in French (e.g. them - for example when you give it TO THEM).,m'/me + t'/te + lui (m/f) + nous + vous + leur (m/f); NB: In french the entire phrase 'to me/him/her/them' is one word - a single pronoun: me/lui/lui/luer. When we are dealing with regular indirect objects ('to X') lui is used for both masculine and feminine. And leur is always just leur regardless of gender.; Remember that indiret object pronouns are generally placed before the verb.; Remember that leur is also a possesive pronoun (e.g. their cat = leur chat) but when it is used as a possesive adjective then it must agree with the number of the noun that it describes (e.g. their cats = leurs chats).,pronouns
Explain stressed/disjunctive pronouns.,This form of pronoun is kind of like a variation on indirect object pronouns and possesive pronouns. But it's probably easier to think about it as a totally different category. Stressed/disjunctive pronouns are used for multiple scenarios in french (including but not limited to): 1) a short response to question (e.g. Who is there? I am! He is!) 2) indirect objects when we are forced to place a second word (a preposition like AVEC or POUR) in front of the pronoun (e.g. with him / for them) 3) a shortcut for ownership called independent possessive pronouns where we use the preposition à before the pronoun in french but not in english (e.g. mine/yours/theirs).,pronouns
List the stressed/disjunctive pronouns in French (a variation of indirect object pronouns and possessive pronouns that work slightly differently between english and french).,m'/moi + t'/toi + lui (m) + elle (f) + nous + vous + eux (m) + elles (f); In this form we must disambiguate between the genders for the 3rd person singular and plural.; For example... 'to him/her/them(m)/them(f)' is the regular indirect object (not stressed/disjunctive) and only one word: 'lui/lui/leur/leur'. BUT 'with him/her/them(m)/them(f)' is two words and uses the stressed/disjunctive form: 'avec lui/elle/eux/elles'.; Another example: 'for him/her/them(m)/them(f)' = 'pour lui/elle/eux/elles'; Another example: 'his/hers/theirs(m)/theirs(f)' = 'à lui/elle/eux/elles',pronouns
